question,answer,category,keywords,official_link
Is checking the delivery status of Aadhaar PVC card free?,"Yes, checking delivery status online using UIDAI portal is free.",pvc_delivery_status_free,"Aadhaar, PVC card, delivery, status, free",https://uidai.gov.in/en/1024-faqs/aadhaar-online-services/order-aadhaar-pvc-card-online.html
"I want to update my Aadhaar address, mobile, and photo in one visit. Steps and fee?","1. Visit Seva Kendra with Aadhaar card and documents (address proof, ID, photo). 2. Submit update request for all fields together. 3. Fee is ₹50 per request. 4. Obtain URN to track updates.",full_update_fee,"Aadhaar, update, address, mobile, photo, fee",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
Are there any charges for checking Aadhaar update status using URN for multiple requests?,"No, checking status using URN is free irrespective of the number of requests.",update_status_multiple_free,"Aadhaar, update, status, URN, free",https://myaadhaar.uidai.gov.in/CheckAadhaarStatus
Can I lock/unlock Aadhaar Virtual ID multiple times in a week without paying?,"Yes, there is no charge for locking or unlocking Virtual ID multiple times.",virtual_id_weekly_free,"Aadhaar, Virtual ID, lock, unlock, free",https://myaadhaar.uidai.gov.in/lock-unlock-aadhaar/en
I want to merge duplicate Aadhaar numbers. Is it possible online or only offline? Fee?,Merging duplicates must be done at Seva Kendra offline with valid IDs. There is no fee.,duplicate_merge_offline,"Aadhaar, duplicate, merge, offline, free",https://uidai.gov.in/
How can I check if my Aadhaar is linked to bank accounts without charges?,Check directly at your bank portal or branch. No charges apply for this verification.,bank_link_free,"Aadhaar, bank, link, check, free",
"What documents and fee are required to update my Aadhaar name, address, and photo for multiple family members?","Documents: Aadhaar cards, valid ID proof, address proof, and photos. Fee: ₹50 per update request per person. Submit all requests together at Seva Kendra.",family_update_documents_fee,"Aadhaar, update, name, address, photo, family, fee",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
Can I pre-book Aadhaar appointments for multiple people online and any cost involved?,Pre-booking appointments online is free. Fees apply only when you submit update requests at Seva Kendra.,appointment_booking_free,"Aadhaar, appointment, booking, online, fee",https://myaadhaar.uidai.gov.in/CheckAadhaarStatus/en
I need to replace lost Aadhaar PVC cards for my children. Steps and fee?,1. Visit UIDAI PVC card portal. 2. Enter Aadhaar numbers for each child. 3. Pay ₹50 per card. 4. Cards will be delivered to registered addresses.,pvc_replacement_children,"Aadhaar, PVC card, lost, reprint, children, fee",https://uidai.gov.in/en/1024-faqs/aadhaar-online-services/order-aadhaar-pvc-card-online.html
How much does it cost to update Aadhaar mobile and email for multiple members at Seva Kendra?,Fee is ₹50 per update request per person. Submit requests together for all members.,mobile_email_multi_fee,"Aadhaar, mobile, email, update, multiple, fee",https://myaadhaar.uidai.gov.in/verify-email-mobile/en
I want to update my Aadhaar address. What documents do I need?,"You need valid address proof documents such as Passport, Voter ID, or utility bills. Once you have them, visit a Seva Kendra or update via the UIDAI portal.",address_update_docs,"Aadhaar, address, update, documents",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
"After submitting address update, how long will it take?","Once your request is submitted, it typically takes 7–10 working days. You will get a URN to track the status online.",address_update_status,"Aadhaar, address, update, status",https://myaadhaar.uidai.gov.in/CheckAadhaarStatus
Can I check the status of my address update online using URN?,"Yes, visit the UIDAI Check Aadhaar Status portal, enter your Aadhaar number and URN to see the latest status.",address_update_check_online,"Aadhaar, address, update, URN, status",https://myaadhaar.uidai.gov.in/CheckAadhaarStatus
How do I update my mobile number in Aadhaar if my old number is inactive?,Visit a Seva Kendra with your Aadhaar and valid ID. Submit an offline mobile update request. Fee is ₹50 per request.,mobile_update_offline,"Aadhaar, mobile, update, offline, fee",https://ssup.uidai.gov.in/
Do I need any documents to update mobile offline?,"Yes, bring your Aadhaar card and a valid photo ID like Passport or Voter ID.",mobile_update_docs,"Aadhaar, mobile, update, offline, documents",https://ssup.uidai.gov.in/
Can I update my email and mobile together online?,"Yes, if your existing mobile is linked, you can update both email and mobile online for free.",email_mobile_update_online,"Aadhaar, email, mobile, update, online",https://myaadhaar.uidai.gov.in/verify-email-mobile/en
How can I book an Aadhaar appointment for myself and my parents in one go?,Visit the UIDAI appointment portal and book separately for each member. Select different time slots to avoid conflicts. Appointment booking is free.,appointment_booking_family,"Aadhaar, appointment, family, booking",https://myaadhaar.uidai.gov.in/CheckAadhaarStatus/en
"I need to update photo, address, and mobile. What is the fee and process?","1. Book a Seva Kendra appointment. 2. Carry Aadhaar and documents (address proof, ID, photo). 3. Submit update request for all fields. 4. Fee is ₹50 per request. 5. Receive URN to track status.",multi_field_update_fee,"Aadhaar, photo, address, mobile, update, fee",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
I have two Aadhaar numbers. How can I merge or deactivate duplicates?,Visit Aadhaar Seva Kendra with both Aadhaar numbers and valid ID proofs. The officer will merge or deactivate duplicates. There is no fee.,duplicate_aadhaar_merge,"Aadhaar, duplicate, merge, deactivate, free",https://uidai.gov.in/
I want to order Aadhaar PVC cards for my family. How much will it cost?,Each PVC card costs ₹50. Enter the Aadhaar numbers for each family member online to order and pay.,pvc_order_family,"Aadhaar, PVC card, family, order, fee",https://uidai.gov.in/en/1024-faqs/aadhaar-online-services/order-aadhaar-pvc-card-online.html
Can I track PVC card delivery online?,"Yes, visit the PVC card portal and enter your Aadhaar number to check delivery status. This service is free.",pvc_delivery_tracking,"Aadhaar, PVC card, delivery, status",https://uidai.gov.in/en/1024-faqs/aadhaar-online-services/order-aadhaar-pvc-card-online.html
How do I update Aadhaar address from abroad?,You must visit a Seva Kendra in India with Aadhaar card and valid address proof. Fee is ₹50 per offline update request.,address_update_abroad,"Aadhaar, address, update, abroad, fee",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
How much does it cost to update multiple fields for multiple family members?,Fee is ₹50 per update request per person. Submit requests for all members together at Seva Kendra.,family_multi_update_fee,"Aadhaar, update, multiple fields, family, fee",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
Can I lock and unlock Aadhaar Virtual ID multiple times?,"Yes, locking or unlocking Virtual ID is free and can be done multiple times via UIDAI portal or mAadhaar app.",virtual_id_lock_unlock,"Aadhaar, Virtual ID, lock, unlock, free",https://myaadhaar.uidai.gov.in/lock-unlock-aadhaar/en
I want to update my Aadhaar email. Do I need to visit Seva Kendra?,"If your mobile is linked, you can update email online. Otherwise, visit Seva Kendra with Aadhaar card for offline update.",email_update,"Aadhaar, email, update, online, offline",https://myaadhaar.uidai.gov.in/verify-email-mobile/en
How long does it take for Aadhaar mobile update offline?,"Typically, 7–10 working days. You will receive a URN to track your update online.",mobile_update_time,"Aadhaar, mobile, update, offline, duration",https://ssup.uidai.gov.in/
Can I update multiple Aadhaar fields in one visit? What is the procedure?,Yes. 1. Book appointment at Seva Kendra. 2. Carry Aadhaar and relevant documents. 3. Submit request for all updates. 4. Pay ₹50 per request. 5. Receive URN to track status.,multi_field_update,"Aadhaar, update, multiple fields, fee",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
Do I need any ID to update my Aadhaar mobile offline?,"Yes, valid photo ID such as Passport, Voter ID, or Driving License along with Aadhaar card is required.",mobile_update_docs_offline,"Aadhaar, mobile, offline, update, documents",https://ssup.uidai.gov.in/
Can I merge two Aadhaar numbers online?,"No, merging duplicate Aadhaar numbers must be done at a Seva Kendra offline with valid ID proofs. There is no fee.",duplicate_merge_offline,"Aadhaar, duplicate, merge, offline, free",https://uidai.gov.in/
How can I check if my Aadhaar is linked to PAN online?,Visit the PAN portal and enter your Aadhaar number. Linking verification is free.,pan_link_check,"Aadhaar, PAN, link, verify, free",
Is there a fee for checking Aadhaar update status online?,"No, checking update status online using URN is free of cost.",update_status_free,"Aadhaar, update, status, URN, free",https://myaadhaar.uidai.gov.in/CheckAadhaarStatus
"I want to update my Aadhaar name, address, and mobile. Fee and steps?","1. Book a Seva Kendra appointment. 2. Carry Aadhaar and documents (ID proof, address proof, photo). 3. Submit request for all updates. 4. Fee ₹50 per request. 5. Receive URN to track updates.",full_update_fee,"Aadhaar, update, name, address, mobile, fee",https://uidai.gov.in/en/my-aadhaar/update-aadhaar.html
How do I order a PVC card online for multiple Aadhaar numbers?,1. Go to UIDAI PVC card portal. 2. Enter Aadhaar numbers for all members. 3. Pay ₹50 per card online. 4. Cards will be delivered to registered addresses.,pvc_bulk_order,"Aadhaar, PVC card, online, multiple, order, fee",https://uidai.gov.in/en/1024-faqs/aadhaar-online-services/order-aadhaar-pvc-card-online.html
How long does it take to receive updated Aadhaar after offline mobile update?,Typically 7–10 working days. Use URN provided at Seva Kendra to track status online.,mobile_update_duration,"Aadhaar, mobile, update, offline, duration",https://ssup.uidai.gov.in/
Can I lock and unlock Virtual ID multiple times per day?,"Yes, locking/unlocking Virtual ID is free and can be done multiple times via UIDAI portal or mAadhaar app.",virtual_id_free,"Aadhaar, Virtual ID, lock, unlock, free",https://myaadhaar.uidai.gov.in/lock-unlock-aadhaar/en
I want to pre-book Aadhaar appointments for my family. Is it free?,"Yes, appointment booking online is free. Fees apply only for updates submitted at Seva Kendra.",appointment_booking_free,"Aadhaar, appointment, booking, family, free",https://myaadhaar.uidai.gov.in/CheckAadhaarStatus/en
How do I check PVC card delivery status online?,"Visit UIDAI PVC portal, enter Aadhaar number, and track delivery. This is free of charge.",pvc_delivery_status,"Aadhaar, PVC card, delivery, status, free",https://uidai.gov.in/en/1024-faqs/aadhaar-online-services/order-aadhaar-pvc-card-online.html
